gene_id	gene_name	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N061011_untreated	N061011_dex
ENSG00000078808.20	SDF4	4430	4235	5399	2958	5926	7335	4452	4707
ENSG00000176022.7	B3GALT6	430	386	451	245	517	779	340	313
ENSG00000184163.3	C1QTNF12	9	9	19	8	7	17	15	16
ENSG00000260179.1	ENSG00000260179	2	5	5	2	2	3	3	1
ENSG00000160087.21	UBE2J2	624	617	693	386	701	849	558	571
ENSG00000230415.1	LINC01786	14	7	17	2	13	23	12	15
ENSG00000162572.21	SCNN1D	153	109	142	66	140	154	99	94
ENSG00000131584.19	ACAP3	1694	1249	1358	475	1195	942	1061	890
ENSG00000278073.1	MIR6726	0	0	0	0	0	0	0	0
ENSG00000169972.13	PUSL1	187	177	190	89	193	240	148	136
ENSG00000127054.22	INTS11	1128	1125	1256	661	1259	1501	903	1027
ENSG00000283712.1	MIR6727	0	0	0	0	0	0	0	0
ENSG00000240731.1	ENSG00000240731	35	26	30	21	34	38	38	24
ENSG00000224051.7	CPTP	316	282	370	207	372	425	275	280
ENSG00000169962.5	TAS1R3	11	5	9	4	12	10	8	12
ENSG00000107404.21	DVL1	1119	1134	1089	645	1018	1286	963	1094
ENSG00000284372.1	MIR6808	0	0	0	0	0	0	0	0
ENSG00000162576.17	MXRA8	11126	10681	12389	7338	10434	13052	9503	10690
ENSG00000175756.14	AURKAIP1	692	703	716	378	735	1090	573	610
ENSG00000223663.2	NDUFB4P8	0	0	1	0	1	0	1	2
ENSG00000221978.13	CCNL2	4052	4474	3905	2774	4475	6061	3423	4295
ENSG00000224870.9	MRPL20-AS1	225	234	319	146	263	352	132	168
ENSG00000242485.6	MRPL20	529	549	659	382	633	867	502	480
ENSG00000264293.2	RN7SL657P	0	0	0	0	0	0	0	0
ENSG00000272455.1	MRPL20-DT	47	31	48	28	59	62	44	50
ENSG00000235098.9	ANKRD65	29	47	36	14	17	17	25	39
ENSG00000225905.1	ANKRD65-AS1	0	0	2	2	1	2	4	0
ENSG00000205116.4	TMEM88B	2	2	7	2	9	4	4	2
ENSG00000225285.1	LINC01770	3	2	1	0	1	0	1	1
ENSG00000179403.12	VWA1	179	137	123	59	79	115	151	133
ENSG00000215915.10	ATAD3C	3	1	2	1	3	2	1	2
ENSG00000160072.20	ATAD3B	271	299	235	162	208	379	183	195
ENSG00000290916.1	ENSG00000290916	1	2	0	0	1	4	1	0
ENSG00000284740.3	ENSG00000284740	0	0	0	0	0	0	0	0
ENSG00000197785.14	ATAD3A	263	307	238	145	303	453	229	230
ENSG00000205090.10	TMEM240	61	63	79	36	68	92	60	66
ENSG00000160075.12	SSU72	1702	1720	2041	1267	2030	2648	1505	1621
ENSG00000215014.5	ENSG00000215014	10	11	22	11	16	24	18	21
ENSG00000274481.1	ENSG00000274481	0	0	0	0	0	0	0	0
ENSG00000228594.4	FNDC10	157	184	114	71	59	110	77	126
ENSG00000286989.1	ENSG00000286989	7	12	5	1	3	7	6	6
ENSG00000272106.1	ENSG00000272106	75	49	69	42	85	60	79	57
ENSG00000197530.13	MIB2	1041	820	1032	386	1067	1153	853	804
ENSG00000189409.14	MMP23B	15	9	10	4	6	18	16	12
ENSG00000248333.9	CDK11B	713	703	738	452	770	922	665	639
ENSG00000272004.1	ENSG00000272004	0	0	0	1	0	1	0	0
ENSG00000189339.12	SLC35E2B	1955	1216	2412	960	1860	1548	1302	1095
ENSG00000269737.2	ENSG00000269737	40	21	30	13	38	25	25	18
ENSG00000215914.4	MMP23A	2	1	0	1	0	0	0	2
ENSG00000008128.23	CDK11A	85	99	67	30	42	56	95	125
ENSG00000268575.1	ENSG00000268575	69	42	67	38	65	44	107	108
ENSG00000227775.3	ENSG00000227775	284	158	138	60	259	188	237	200
ENSG00000290854.1	ENSG00000290854	80	48	87	33	37	28	118	67
ENSG00000215790.9	SLC35E2A	0	0	0	0	0	0	0	0
ENSG00000008130.15	NADK	1029	1494	1114	1094	1110	1873	893	1993
ENSG00000078369.19	GNB1	6582	6220	8216	5128	7886	11212	5984	7052
ENSG00000231050.3	GNB1-DT	4	2	5	0	2	6	3	3
ENSG00000169885.10	CALML6	18	18	16	9	8	15	18	18
ENSG00000178821.13	TMEM52	3	5	3	1	2	4	3	2
ENSG00000142609.20	CFAP74	0	0	0	0	0	1	1	0
ENSG00000233542.2	ENSG00000233542	0	0	0	0	0	0	0	0
ENSG00000187730.9	GABRD	0	0	0	0	0	0	0	0
ENSG00000226969.1	PRKCZ-DT	0	0	0	0	0	0	0	0
ENSG00000067606.17	PRKCZ	9	10	13	6	11	10	9	8
ENSG00000271806.1	ENSG00000271806	0	0	0	0	0	0	0	0
ENSG00000182873.5	PRKCZ-AS1	20	17	39	12	30	42	17	20
ENSG00000162585.17	FAAP20	732	690	768	375	574	795	577	514
ENSG00000234396.3	ENSG00000234396	0	1	0	1	1	1	0	0
ENSG00000157933.11	SKI	2164	1779	2256	1267	2428	3017	2379	2218
ENSG00000287356.1	ENSG00000287356	24	20	18	13	19	31	17	30
ENSG00000116151.14	MORN1	81	69	77	39	77	117	68	50
ENSG00000272161.1	ENSG00000272161	1	1	0	0	0	0	0	0
ENSG00000269896.2	ENSG00000269896	44	28	19	16	26	37	36	21
ENSG00000272420.1	ENSG00000272420	3	2	4	4	0	0	4	3
ENSG00000157916.20	RER1	1721	1768	1973	1298	1997	2849	1452	1695
ENSG00000157911.11	PEX10	221	158	299	120	312	325	221	155
ENSG00000149527.18	PLCH2	3	2	4	3	2	3	3	4
ENSG00000224387.1	ENSG00000224387	0	0	1	0	0	0	0	0
ENSG00000229393.1	ENSG00000229393	0	0	0	1	0	1	1	0
ENSG00000157881.16	PANK4	325	332	280	150	329	449	240	268
ENSG00000197921.6	HES5	0	0	0	0	0	0	0	0
ENSG00000272449.3	ENSG00000272449	2	2	2	1	1	0	1	0
ENSG00000238164.6	TNFRSF14-AS1	13	3	8	4	2	8	12	5
ENSG00000157873.18	TNFRSF14	692	496	515	205	515	492	557	472
ENSG00000225931.3	ENSG00000225931	1	0	1	0	0	1	1	0
ENSG00000228037.1	ENSG00000228037	1	2	1	0	0	2	1	2
ENSG00000289610.2	ENSG00000289610	0	0	0	0	0	0	1	0
ENSG00000157870.17	PRXL2B	341	406	367	228	369	475	266	315
ENSG00000142606.16	MMEL1	0	1	2	0	1	0	1	0
ENSG00000237058.1	MMEL1-AS1	0	0	0	0	1	0	1	2
ENSG00000215912.13	TTC34	12	3	16	4	14	9	7	2
ENSG00000285945.1	ENSG00000285945	0	0	0	0	0	0	0	0
ENSG00000283259.1	ENSG00000283259	0	0	0	0	0	0	0	0
ENSG00000233234.1	ENSG00000233234	0	0	0	0	0	0	0	0
ENSG00000287396.1	ENSG00000287396	0	0	0	0	0	0	0	0
ENSG00000231630.1	ENSG00000231630	0	0	0	0	0	0	0	0
ENSG00000284745.1	ENSG00000284745	0	0	0	0	0	0	0	0
ENSG00000169717.7	ACTRT2	0	0	0	0	0	0	0	0
ENSG00000177133.14	PRDM16-DT	11	19	15	3	10	6	6	8
ENSG00000142611.17	PRDM16	85	58	67	24	41	49	46	43
ENSG00000283572.1	MIR4251	0	0	0	0	0	0	0	0
ENSG00000226286.1	ENSG00000226286	0	0	0	0	0	0	0	0
ENSG00000279839.1	ENSG00000279839	0	0	0	0	0	0	0	0
ENSG00000272235.1	ENSG00000272235	3	2	0	1	3	1	1	0
ENSG00000287828.1	ENSG00000287828	2	2	4	0	3	4	0	2
ENSG00000286518.1	ENSG00000286518	0	1	0	0	1	1	0	0
ENSG00000130762.15	ARHGEF16	1	0	2	0	2	1	1	0
ENSG00000272088.1	ENSG00000272088	0	0	0	0	0	0	0	0
ENSG00000162591.17	MEGF6	499	324	1166	613	472	836	1228	1488
ENSG00000207776.1	MIR551A	0	0	0	0	0	0	0	0
ENSG00000238260.3	ENSG00000238260	14	12	18	9	20	22	12	19
ENSG00000158109.15	TPRG1L	1841	1557	2103	1355	2162	2354	1579	1990
ENSG00000116213.16	WRAP73	317	325	321	218	367	498	207	261
ENSG00000078900.15	TP73	2	1	3	0	0	0	1	3
ENSG00000227589.1	TP73-AS3	0	0	0	0	0	0	0	0
ENSG00000235131.1	TP73-AS2	0	1	0	0	0	0	0	0
ENSG00000227372.12	TP73-AS1	811	615	1002	514	884	990	816	688
ENSG00000276189.1	ENSG00000276189	0	0	0	0	0	0	0	0
ENSG00000162592.10	CCDC27	2	0	4	0	1	0	2	0
ENSG00000235169.11	SMIM1	28	10	25	11	15	16	29	15
ENSG00000130764.10	LRRC47	760	652	828	460	763	980	601	655
ENSG00000266075.2	RN7SL574P	3	0	1	1	0	0	3	0
ENSG00000272153.1	ENSG00000272153	14	6	15	5	18	24	12	2
ENSG00000116198.14	CEP104	519	596	575	374	771	867	486	642
ENSG00000169598.17	DFFB	94	82	99	46	90	111	71	84
ENSG00000198912.12	C1orf174	333	341	411	226	372	528	274	292
ENSG00000236423.8	LINC01134	10	8	10	7	16	14	10	8
ENSG00000233304.7	LINC01346	0	0	0	0	0	0	0	0
ENSG00000226374.3	LINC01345	0	0	0	0	0	0	0	0
ENSG00000284668.2	LINC02780	0	0	0	0	0	0	0	0
ENSG00000284703.1	ENSG00000284703	0	0	1	1	1	0	1	0
ENSG00000229280.1	EEF1DP6	0	0	0	0	0	0	0	0
ENSG00000235054.4	LINC01777	0	0	0	0	0	0	0	0
ENSG00000284694.1	ENSG00000284694	0	0	0	0	0	0	0	0
ENSG00000227169.2	ENSG00000227169	0	0	0	0	0	0	0	0
ENSG00000232596.3	LINC01646	0	0	0	0	0	0	0	0
ENSG00000196581.11	AJAP1	0	0	0	0	0	0	0	0
ENSG00000287586.1	ENSG00000287586	0	0	0	0	0	0	0	0
ENSG00000284739.1	ENSG00000284739	0	0	0	0	0	0	0	0
ENSG00000284674.1	LINC02781	0	0	0	0	0	0	0	0
ENSG00000231510.1	LINC02782	0	0	0	0	0	0	0	0
ENSG00000284616.1	ENSG00000284616	0	0	0	0	0	0	0	0
ENSG00000284692.2	ENSG00000284692	0	0	0	0	0	0	0	0
ENSG00000284666.1	ENSG00000284666	0	0	0	0	0	0	0	0
ENSG00000260972.1	ENSG00000260972	0	0	0	0	0	0	0	0
ENSG00000283356.1	ENSG00000283356	0	0	0	0	0	0	0	0
ENSG00000236948.2	ENSG00000236948	0	0	0	0	0	0	0	0
ENSG00000264341.1	ENSG00000264341	0	0	0	0	0	0	0	0
ENSG00000289893.1	ENSG00000289893	0	0	0	0	0	0	0	0
ENSG00000264101.1	MIR4689	0	0	0	0	0	0	0	0
ENSG00000131697.18	NPHP4	277	184	204	106	225	317	222	212
ENSG00000069424.16	KCNAB2	176	192	225	143	193	262	185	229
ENSG00000116254.18	CHD5	9	10	16	9	4	10	6	7
ENSG00000285629.1	ENSG00000285629	1	0	0	0	0	0	0	0
ENSG00000116251.11	RPL22	2600	2230	2526	1558	2121	2528	1996	1961
ENSG00000226944.1	RNF207-AS1	2	3	3	3	6	2	5	7
ENSG00000158286.13	RNF207	66	80	163	66	106	121	65	83
ENSG00000116237.16	ICMT	2582	2387	3027	1860	2880	3850	2001	2105
ENSG00000225077.3	ICMT-DT	2	2	1	0	2	3	2	2
ENSG00000173673.9	HES3	0	0	0	0	0	0	0	0
ENSG00000158292.7	GPR153	934	387	843	259	854	557	855	508
ENSG00000097021.21	ACOT7	503	460	664	345	568	718	517	455
ENSG00000271746.1	ENSG00000271746	1	0	1	0	2	0	3	2
ENSG00000069812.11	HES2	5	3	5	0	2	0	4	0
ENSG00000187017.18	ESPN	1	1	1	1	1	0	0	0
ENSG00000265392.1	MIR4252	0	0	0	0	0	0	0	0
ENSG00000231868.1	ENSG00000231868	0	0	0	0	0	0	0	0
ENSG00000215788.11	TNFRSF25	27	16	33	11	50	43	54	31
ENSG00000171680.23	PLEKHG5	124	56	159	50	261	206	191	102
ENSG00000162408.11	NOL9	376	324	372	203	344	440	284	281
ENSG00000253022.1	RNU6-731P	0	0	0	0	0	0	0	0
ENSG00000229519.2	ENSG00000229519	0	1	0	0	2	2	4	0
ENSG00000173662.21	TAS1R1	4	7	9	2	8	3	2	3
ENSG00000204859.13	ZBTB48	204	185	272	132	225	277	174	198
ENSG00000162413.17	KLHL21	2264	2250	1829	2030	2371	2809	1764	2699
ENSG00000116273.6	PHF13	636	625	612	482	664	837	624	639
ENSG00000041988.16	THAP3	196	179	242	122	222	253	201	174
ENSG00000007923.17	DNAJC11	623	592	784	436	897	1118	608	618
ENSG00000228750.7	LINC01672	0	0	0	0	0	0	0	0
ENSG00000284744.1	ENSG00000284744	0	0	0	0	0	0	0	0
ENSG00000237436.1	CAMTA1-DT	2	3	2	3	3	4	1	1
ENSG00000171735.21	CAMTA1	287	255	303	189	333	446	272	251
ENSG00000227950.1	ENSG00000227950	0	0	1	0	0	0	0	0
ENSG00000237365.1	CAMTA1-AS3	0	0	0	0	0	0	0	0
ENSG00000207056.1	RNU1-8P	0	0	0	0	0	0	0	0
ENSG00000237402.1	CAMTA1-IT1	1	0	0	0	0	0	0	0
ENSG00000237728.2	CAMTA1-AS2	0	0	1	0	0	0	0	0
ENSG00000225126.1	CAMTA1-AS1	0	0	0	0	0	0	0	0
ENSG00000270171.1	ENSG00000270171	0	0	0	0	0	0	0	0
ENSG00000270035.1	ENSG00000270035	0	0	0	0	0	0	0	0
ENSG00000269978.1	ENSG00000269978	0	0	0	0	0	0	0	0
ENSG00000049245.13	VAMP3	3166	2808	3838	2685	3845	4866	2824	3337
ENSG00000269925.1	ENSG00000269925	10	11	12	8	11	9	9	6
ENSG00000049246.15	PER3	314	45	324	85	434	88	397	54
ENSG00000236266.1	ENSG00000236266	6	0	1	1	3	2	2	0
ENSG00000049247.14	UTS2	0	0	2	0	2	1	0	0
ENSG00000049249.10	TNFRSF9	0	2	1	1	1	1	0	0
ENSG00000270330.1	ENSG00000270330	0	0	0	0	0	0	0	0
ENSG00000116288.13	PARK7	2479	2447	2562	1487	2523	3211	1883	1921
ENSG00000200344.1	Y_RNA	1	0	1	1	1	0	1	0
ENSG00000284747.1	ENSG00000284747	4	7	2	13	12	27	3	15
ENSG00000284716.1	ENSG00000284716	0	0	0	0	0	0	0	0
ENSG00000116285.13	ERRFI1	833	3133	1286	4336	1504	7790	767	5918
ENSG00000238290.1	ERRFI1-DT	0	0	1	0	2	3	1	5
ENSG00000232848.1	RPL7AP18	0	0	0	0	1	1	0	0
ENSG00000229305.1	ENSG00000229305	0	0	0	0	0	0	0	0
ENSG00000288816.1	ENSG00000288816	0	0	0	0	0	0	0	0
ENSG00000227634.3	LINC01714	0	0	0	0	0	0	0	2
ENSG00000200975.1	RNU1-7P	0	0	0	0	0	0	0	0
ENSG00000233645.1	ENSG00000233645	0	1	0	0	0	0	0	0
ENSG00000251977.1	RNU6-991P	0	0	0	0	0	0	0	0
ENSG00000162426.16	SLC45A1	109	202	98	146	110	339	94	249
ENSG00000252254.1	Y_RNA	0	1	0	1	0	1	0	0
ENSG00000142599.20	RERE	2654	2636	3773	1920	3019	4308	2877	3154
ENSG00000232912.6	RERE-AS1	3	1	3	1	3	6	1	6
ENSG00000221083.1	ENSG00000221083	0	0	0	0	0	0	0	0
ENSG00000270282.1	ENSG00000270282	0	0	1	0	0	0	1	0
ENSG00000234619.1	RPL7P11	0	0	1	0	0	1	1	1
ENSG00000224315.2	RPL7P7	0	0	0	0	0	0	0	0
ENSG00000222511.2	Y_RNA	0	0	0	0	0	1	0	0
ENSG00000226545.1	ENSG00000226545	0	0	0	0	0	0	0	0
ENSG00000228423.2	ENSG00000228423	0	0	0	0	0	0	0	0
ENSG00000229716.2	RPL23AP19	0	0	0	0	0	0	0	0
ENSG00000074800.16	ENO1	17061	15539	14901	7276	13012	32190	9119	10371
ENSG00000274258.1	MIR6728	0	1	0	0	0	0	1	0
ENSG00000230679.1	ENO1-AS1	1	0	0	1	0	0	1	0
ENSG00000201725.1	RNU6-304P	0	0	0	0	0	0	0	0
ENSG00000238249.2	HMGN2P17	1	0	0	0	0	0	0	0
ENSG00000232208.2	ENSG00000232208	0	0	0	0	0	0	0	0
ENSG00000232663.2	ENSG00000232663	0	0	0	0	0	0	0	0
ENSG00000131686.15	CA6	0	0	0	0	0	0	0	0
ENSG00000290109.1	ENSG00000290109	0	0	0	0	0	0	0	0
ENSG00000265141.2	RN7SL451P	0	0	0	0	0	0	0	0
ENSG00000197241.4	SLC2A7	0	0	1	0	0	0	0	0
ENSG00000142583.18	SLC2A5	131	35	204	99	75	342	49	35
ENSG00000252404.1	ENSG00000252404	0	0	0	0	0	0	0	0
ENSG00000180758.12	GPR157	79	68	85	48	83	104	92	85
ENSG00000228526.8	MIR34AHG	783	481	665	252	784	613	629	373
ENSG00000284357.1	MIR34A	0	0	0	0	0	0	0	0
ENSG00000289914.1	ENSG00000289914	0	2	1	0	1	3	0	0
ENSG00000234546.5	LNCTAM34A	105	44	114	43	145	128	73	56
ENSG00000049239.13	H6PD	5717	5500	6831	5149	4800	8999	5328	7196
ENSG00000171621.14	SPSB1	1043	725	672	484	900	661	653	936
ENSG00000284652.1	ENSG00000284652	4	3	3	2	1	4	0	2
ENSG00000284693.2	LINC02606	52	29	84	31	53	51	36	33
ENSG00000252956.1	RNA5SP40	0	0	0	0	0	0	0	0
ENSG00000235263.1	ENSG00000235263	0	0	0	0	0	0	0	0
ENSG00000171612.7	SLC25A33	49	55	39	32	51	75	38	54
ENSG00000231181.1	ENSG00000231181	2	0	1	1	0	2	1	2
ENSG00000188807.13	TMEM201	142	101	135	76	141	182	137	115
ENSG00000171608.18	PIK3CD	263	345	350	317	367	773	283	619
ENSG00000179840.5	PIK3CD-AS1	0	0	0	0	0	0	0	0
ENSG00000233268.3	ENSG00000233268	0	0	0	0	0	0	0	0
ENSG00000231789.4	PIK3CD-AS2	42	26	56	15	61	69	27	31
ENSG00000171603.18	CLSTN1	5748	6112	7670	5041	7093	10828	5423	7591
ENSG00000271264.1	MZT1P1	0	0	0	0	0	0	0	0
ENSG00000280113.2	ENSG00000280113	0	0	0	0	0	0	0	0
ENSG00000178585.15	CTNNBIP1	239	182	231	168	251	298	231	242
ENSG00000223989.1	ENSG00000223989	0	0	0	0	0	0	0	0
ENSG00000285701.1	ENSG00000285701	0	0	0	0	1	1	0	0
ENSG00000162441.12	LZIC	745	474	683	326	752	768	613	501
ENSG00000228150.1	ENSG00000228150	0	3	6	1	4	8	5	4
ENSG00000173614.14	NMNAT1	349	238	372	221	367	389	294	261
ENSG00000202415.1	RN7SKP269	0	1	1	0	0	0	1	0
ENSG00000283611.2	TMEM274P	0	0	0	0	0	0	0	0
ENSG00000265521.1	MIR5697	0	0	0	0	0	0	0	0
ENSG00000241326.1	ENSG00000241326	0	0	0	0	0	0	0	0
ENSG00000162444.12	RBP7	0	0	3	0	2	0	0	0
ENSG00000130939.20	UBE4B	2377	1690	2666	1586	2758	3030	2033	2616
ENSG00000224340.1	RPL21P21	0	0	0	0	0	0	0	0
ENSG00000233623.2	PGAM1P11	0	0	0	0	0	0	0	0
ENSG00000201746.1	RNU6-828P	0	1	0	0	0	0	0	1
ENSG00000054523.20	KIF1B	1570	1493	1685	1127	1722	2089	1374	1693
ENSG00000264881.1	ENSG00000264881	0	0	0	0	0	0	0	0
ENSG00000199562.1	RNU6-37P	0	0	0	0	0	0	0	0
ENSG00000264501.2	RN7SL731P	0	0	0	0	0	0	0	0
ENSG00000284735.1	ENSG00000284735	2	6	0	0	1	1	3	3
ENSG00000284642.1	ENSG00000284642	2	4	2	4	5	1	2	4
ENSG00000142657.21	PGD	3057	2941	3733	2184	4408	3618	2104	2621
ENSG00000271989.1	ENSG00000271989	0	0	0	0	0	0	0	0
ENSG00000251503.8	CENPS-CORT	2	1	2	1	1	3	2	0
ENSG00000175279.22	CENPS	17	22	34	17	16	24	22	12
ENSG00000241563.4	CORT	2	1	1	1	7	2	1	3
ENSG00000160049.12	DFFA	941	737	947	489	1200	1293	804	753
ENSG00000203469.2	ENSG00000203469	0	0	0	0	0	0	0	0
ENSG00000142655.13	PEX14	340	293	389	192	369	501	254	284
ENSG00000287727.1	ENSG00000287727	2	5	0	0	10	5	5	6
ENSG00000243267.3	RN7SL614P	0	0	0	0	0	1	0	1
ENSG00000130940.15	CASZ1	0	1	7	3	15	15	4	3
ENSG00000272078.1	ENSG00000272078	0	0	0	0	5	3	0	1
ENSG00000225158.2	HSPE1P24	0	0	0	0	0	0	0	0
ENSG00000175262.15	C1orf127	0	0	4	1	0	0	1	0
ENSG00000215785.2	CFL1P6	0	0	1	0	0	0	0	0
ENSG00000120948.19	TARDBP	2670	2051	3214	1572	3381	3563	2159	1932
ENSG00000009724.18	MASP2	47	42	85	33	67	54	65	47
ENSG00000116649.10	SRM	1004	1254	1121	1311	1099	1878	744	1532
ENSG00000171824.14	EXOSC10	1059	1292	1359	1286	1201	1724	915	1938
ENSG00000226849.1	ENSG00000226849	2	1	2	1	2	7	1	4
ENSG00000230337.3	EXOSC10-AS1	6	1	7	9	2	7	3	8
ENSG00000198793.14	MTOR	1585	1745	1774	2003	2142	3340	1261	2557
ENSG00000225602.5	MTOR-AS1	1	0	0	1	0	0	0	0
